User Type,Username,Date,Text
[V],neon,2012-08-21T09:07Z,"http://www.shotpix.com/images/52394953745161969323.png
http://www.shotpix.com/images/55131506330951923656.png

http://www.imdb.com/title/tt0848228/"
,arslanistic,2012-08-21T09:26Z,are all the avengers releases with this aspect ratio or is this a cropped version ?
,thyag19,2012-08-21T09:48Z,Best Quality !!!
,BigRube,2012-08-21T13:19Z,Beautiful upload. Thanx man been waitin for this one.
,Taikalasit,2012-08-21T13:38Z,"""are all the avengers releases with this aspect ratio or is this a cropped version ?""

Avengers was shot in 16:9 ratio."
,chaitanya89,2012-08-21T14:32Z,"Quality is remarkable. But I want to know it's a cropped version or not. 
Thanks."
,mannamaker,2012-08-21T15:08Z,"bluray it's not released yet, so..."
[V],neon,2012-08-21T15:48Z,"its not cropped ..theres a sample

@mannamaker ..so......"
,Creator07,2012-08-21T15:48Z,"Thanks..........................friend

please..............upload BATTLESHIP 
I am waiting..............."
,Prasan174,2012-08-21T16:46Z,"@Creator07 BATTLESHIP is alredy released by yify sized 850mb... 

gud torrent man... thanx.."
,eidref,2012-08-21T19:33Z,neon i trust all your uploads. tis one will be same as others....in great quality.
[V],neon,2012-08-21T20:11Z,@kudos131 ..the 3d what what...this isnt 3d...is that your question  
,che3to,2012-08-21T20:51Z,"getting 18 kB/s download, upload is the same.

Please Seed!!"
,standstill2142,2012-08-22T00:19Z,i love u
,AllzCool123,2012-08-22T18:25Z,"Release-Lounge ALWAYS manages to give out the best quality. SAMPLE says this rip is awesome. Thanks a ton.

NYDIC's 480p is absolute shit quality."
,che3to,2012-08-22T19:46Z,"Great Quality. Worked on my PS3.
V:9
A:10
M:8
Great movie even for me a non-marvel fan. I am sure marvel fans would LOVE this movie. "
,jmindset,2012-08-22T23:03Z,release-lounge group favorite to get movies from. always deliver. 
,PlayBoy1122,2012-08-23T05:42Z,"V | 9.5
A | 10
oh thanks Release-Lounge ."
,thepray,2012-08-23T19:39Z,"I know this is encode from left eye 3D, but I dont know if this maybe have different focus shot pictures with final release later..."
,varuneric,2012-08-26T07:23Z,Thanx neon.Nice rip.Hard to find ur rips nowadays
,Adrianor,2012-09-01T21:53Z,"Nice quality, works good. Thanks!"
,standstill2142,2012-09-04T01:37Z,i love u so much try to contact me medo2142@yahoo.com
